author.name,date,en_text
Repubblica,2019-11-10,"Nao, energy genius robot at home. So the smart home will save us [update at 17:04] https://t.co/Qt7oWIw716"
Repubblica,2019-11-08,"RT @AlessioSgherza: Innovation, @GLComandini, #blockchain expert said it very well: ""It is important to teach our children how ..."
Repubblica,2019-11-08,"RT @rep_tecno: Nao, energy genius robot at home. Thus the smart home will save us https://t.co/cDYyhWa58k"
Repubblica,2019-11-08,RT @rep_tecno: Predict lightning? Artificial intelligence takes care of it https://t.co/XLsG1x95AZ
Repubblica,2019-11-06,"I went on strike against the government. The M5s: ""We use the blockchain to stop abuse"" https://t.co/gONIWdAGgy"
Repubblica,2019-11-06,"I went on strike against the government. The M5s: ""We use the blockchain to stop abuse"" https://t.co/Ah0mTbPXX0"
Repubblica,2019-11-01,"Starcraft, Google's artificial intelligence has beaten everyone (or almost everyone) https://t.co/rwCtaI4V0C"
Repubblica,2019-11-01,"Starcraft, Google's artificial intelligence has beaten everyone (or almost everyone) [update at 19:45] https://t.co/xFpHTXpF7R"
Repubblica,2019-11-01,"""To understand its meaning, we need to look beyond the numbers, where the car is stopped today: a technology from the Fordist factory revisited by robots on the assembly line, is challenged by information technology"". The editorial by @EzioMauro \ nhttps: //t.co/Ok2uMfabEc"
Repubblica,2019-10-30,"RT @rep_tecno: Starcraft, artificial intelligence has beaten everyone (or almost everyone) [update at 19:08] https://t.co/hNyix4AUSn"
Repubblica,2019-10-30,RT @rep_tecno: Play with the robot. On Science on Thursday the page for children dedicated to artificial intelligence https://t.co/Jn4PPBg3gO
Repubblica,2019-10-30,Play with the robot. On Science on Thursday the children's page dedicated to artificial intelligence [update at 12:16] https://t.co/GaQm8TICEV
Repubblica,2019-10-30,Play with the robot. On Science on Thursday the page for children dedicated to artificial intelligence https://t.co/YgJb9bmjKB
Repubblica,2019-10-29,"Today on Rep: 👇🗞 Giraff, the personal robot who takes care of Giorgio [by TIZIANA DE GIORGIO] https://t.co/QagXrBRBTd"
Repubblica,2019-10-25,"Robots, dogs and the inimitable art of sniffing [news updated at 12:25] https://t.co/hx5yzCBua3"
Repubblica,2019-10-25,"Robots, dogs and the inimitable art of sniffing https://t.co/2DXrL2PCkk"
Repubblica,2019-10-25,"Robots, dogs and the inimitable art of sniffing [news updated at 11:47] https://t.co/2xEbFaK30v"
Repubblica,2019-10-25,Robots 'voyeurs' in the hotel: customers spied online in the rooms https://t.co/rZYajAX4UO
Repubblica,2019-10-25,"RT @RepubblicaTv: Japan, privacy alarm in the robot hotel: security breach and customers spied online https://t.co/WMAR1eBPHo"
Repubblica,2019-10-24,"From wooden dummies to robots, 60 years of crash tests https://t.co/jS4k4vQNHV"
Repubblica,2019-10-22,RT @rep_tecno: From Leonardo to artificial intelligence. It is the Science Festival https://t.co/ctVA7UUVSw
Repubblica,2019-10-19,At Maker Faire the iCub puppy robot interacting with humans [news updated at 16:56] https://t.co/1x14UsxY3X
Repubblica,2019-10-19,At Maker Faire the iCub puppy robot interacting with humans https://t.co/FbjKVhQBBO
Repubblica,2019-10-17,Today on Rep: 👇🗞 The second life of artificial intelligence [by LUCA FRAIOLI] https://t.co/OdKJLyRN1B
Repubblica,2019-10-16,RT @rep_tecno: The robot that solves the Rubik's cube [update 5:17 pm] https://t.co/IQnUyf4Heg
Repubblica,2019-10-14,"MegaFace scandal, thousands of photos fed to artificial intelligence without consent https://t.co/WsU3YfC55F"
Repubblica,2019-10-14,"MegaFace scandal, thousands of photos fed to artificial intelligence without consent [news updated at 19:41] https://t.co/St4vV9GurY"
Repubblica,2019-10-12,RT @RepubblicaTv: Internet festival 2019: Artificial intelligence and three-dimensional worlds https://t.co/OpaJr7UjIa
Repubblica,2019-10-12,For robots a sensitive artificial skin. Like the human one https://t.co/TbWUjG9cuH
Repubblica,2019-10-12,For robots a sensitive artificial skin. Like the human one [news updated at 17:45] https://t.co/aoOIIjIfRa
Repubblica,2019-10-12,"RT @MashableItalia: Artificial intelligence and discrimination: those ""bugs"" inherited from man. The interview with @fpmarconi, responsible for ric…"
Repubblica,2019-10-11,RT @rep_tecno: For robots a sensitive artificial skin. Like the human one https://t.co/amB5nC1kSR
Repubblica,2019-10-08,"RT @rep_motori: Idea Nissan, robots that build auto parts https://t.co/VvElnzxaAv"
Repubblica,2019-10-07,"RT @RepubblicaTv: OnLife, interview with Kira Radinsky: ""Robots will cure us: this is democracy too"" https://t.co/gOXx0ZrBok"
Repubblica,2019-10-05,"""When scientists are able to communicate the results of their research even to non-experts, society improves, becomes more inclusive"", says Lucy Hawking, daughter of physicist Stephen, to # onlife19 Live here: https://t.co / aSdSeQWsNn https://t.co/ommAG4wECg"
Repubblica,2019-10-05,"""A little boy once asked my father: 'What happens if I fall into a black hole?' And he replied: 'You will be turned into spaghetti.' I realized it was a way to get kids interested in science. "" Lucy Hawking at # onlife19. Here the live: https://t.co/aSdSeQWsNn https://t.co/1VKFkDk6tz"
Repubblica,2019-10-05,"""Information must be personalized: the reader must be able to choose which content he prefers to see, at what time, in what language and in what format, including video and audio"". The director @CarloVerdelli at # onlife19. Here the live: https://t.co/aSdSeQWsNn https://t.co/Of2x6Uexqg"
Repubblica,2019-10-05,RT @rep_tecno: Social robots prepare to invade shopping malls https://t.co/a6V116VSgR
Repubblica,2019-10-05,"""Information is like a wheel: the pivot is the newspaper and the spokes are digital products. By working on both, the whole system can catch up"", director @CarloVerdelli tells # onlife19. Here the live: https://t.co/aSdSeQWsNn"
Repubblica,2019-10-05,"""We cannot help but acknowledge that we are in a digital society, but this does not mean that paper newspapers will end up like the dinosaurs."" The director @CarloVerdelli at # onlife19. Follow the live here: https://t.co/aSdSeQWsNn https://t.co/6OnDsnJUiY"
Repubblica,2019-10-05,RT @rep_tecno: 42% of Italians fear artificial intelligence effects [update at 4:30 pm] https://t.co/0a4XJ3W6Sw
Repubblica,2019-10-05,Researchers @ Walter4C and @nahema_marchal analyze the theme of state propaganda and fake news at # onlife19. Follow the live: https://t.co/aSdSeQWsNn https://t.co/rZQn0HZ3uN
Repubblica,2019-10-05,"RT @rep_tecno: Benanti and Ferraris, the world of robots between theology and philosophy - complete https://t.co/M0xSStV9eJ # onlife19 https://t.co/g…"
Repubblica,2019-10-05,"The ""#Game"" has made available to everyone things that were previously few: digital devices have expanded, for example, access to information "". Alessandro #Baricco at # onlife19. Follow the live here: https: // t.co/aSdSeQWsNn"
Repubblica,2019-10-05,"""Seeing the triumph of capital in the #digital revolution means having a tragic conception. Let's think of the number of rights that before the digital revolution were few and then became common"", Alessandro Baricco at # onlife19 https://t.co/aSdSeQWsNn https://t.co/EDVfWqYAnK"
Repubblica,2019-10-05,"RT @RepubblicaTv: Onlife, Paolo Benanti and Maurizio Ferraris - Machina moralia. The world of robots between theology and philosophy - The integral ht ..."
Repubblica,2019-10-05,"""We must explain that entrepreneurs are heroes not because they are successful but because they try to change the world"". Uri Levine, co-founder of the Waze app at # onlife19 https://t.co/aSdSeQWsNn"
Repubblica,2019-10-05,"""You have to change your attitude, young people don't have to be afraid of failing. You have to focus on creating value and if you are afraid of failing you can't do it"", Uri Levine, co-founder of Waze, tells # onlife19. Live here: https://t.co/aSdSeQWsNn https://t.co/lgpE3QeV8a"
Repubblica,2019-10-05,"RT @RepubblicaTv: Onlife, Garry Kasparov: ""Beaten by Robots, when losing is not a defeat"" - The integral https://t.co/3LEaEuMsB3"
Repubblica,2019-10-05,"""We are experimenting with a #digital coin to be used in restricted cases such as neighborhood trading to save it from the crisis due to Internet sales"", Ada Colau at # Onlife19 https://t.co/aSdSeQWsNn https: // t. co / 7T9dg4woZJ"
Repubblica,2019-10-05,"""Designing the future of the city is the deepest political exercise possible today"". The mayor of Milan @BeppeSala at # onlife19. Here the live https://t.co/aSdSeQWsNn"
Repubblica,2019-10-05,"Digital transformation for transparent administration, digital innovation, citizenship empowerment to guarantee digital rights. Barcelona's digital strategy explained by @AdaColau to # onlife19. Follow the live https://t.co/aSdSeQWsNn here"
Repubblica,2019-10-05,"RT @rekeep_spa: # onlife19 @ Kasparov63 ""The expression #intelligenzaartificiale does not reflect the man-machine relationship. I prefer Intelligen…"
Repubblica,2019-10-05,"RT @RepubblicaTv: Onlife, Paolo Benanti and Maurizio Ferraris - Machina moralia. The world of robots between theology and philosophy https://t.co/89k…"
Repubblica,2019-10-05,"""Computers can only give you answers. But the question is the most important thing. For this there will always be a need for humanity in the digital world"": the words of @ Kasparov63 to # onlife19. Follow the live here: https://t.co/aSdSeQWsNn https://t.co/F30BWhOy0M"
Repubblica,2019-10-05,"RT @rekeep_spa: @ Kasparov63: ""I'm an optimist. I think technology can really improve our lives."" At # onlife19 the field ..."
Repubblica,2019-10-05,"RT @RepubblicaTv: Onlife, Garry Kasparov: ""Beaten by Robots, when losing is not a defeat"" https://t.co/qKFjqKDk2r"
Repubblica,2019-10-05,"Garry Kasparov at # onlife19: ""Beaten by Robots, when losing is not a defeat"" [LIVE STREAMING] https://t.co/0IlVHESfep"
Repubblica,2019-10-04,"With Verdelli away to OnLife. Then Kleinrock: ""50 years ago I turned on the network"". And Rus: ""Don't be afraid of artificial intelligence"" [news updated at 01:39] https://t.co/l7SN3ufLqw"
Repubblica,2019-10-04,"With Verdelli away to Onlife. Then Kleinrock: ""50 years ago I turned on the network"". And Rus: ""Don't fear artificial intelligence"" [news updated at 22:01] https://t.co/6BZNjjq1T3"
Repubblica,2019-10-04,"With Verdelli away to Onlife. Then Kleinrock: ""50 years ago I turned on the network"". And Rus: ""Don't fear artificial intelligence"" [news updated at 20:16] https://t.co/E8RdaZvZr2"
Repubblica,2019-10-04,Now at # onlife19 with Daniela Rus (@MIT) we talk about robotics and artificial intelligence. The live https://t.co/w7R8Tsxvhr https://t.co/CN6VDt4XOk
Repubblica,2019-10-04,So the blockchain runs a refugee camp https://t.co/rwud6x9H77
Repubblica,2019-10-04,So the blockchain manages a refugee camp [news updated at 14:12] https://t.co/WLBbcv2Hbu
Repubblica,2019-10-02,"Daniela Rus (Mit): ""With artificial intelligence we will also be able to eliminate road accidents, but it shouldn't scare us"" https://t.co/N2P6Q3Dgxa"
Repubblica,2019-10-02,"Daniela Rus (Mit): ""With artificial intelligence we will also be able to eliminate road accidents, but it shouldn't scare us"" https://t.co/eavEWH1zJA"
Repubblica,2019-10-02,"RT @rep_tecno: Daniela Rus (Mit): ""With artificial intelligence we will also be able to eliminate road accidents, but it shouldn't scare us"" ..."
Repubblica,2019-10-01,RT @eziomauro: Surprise: robots won't steal (all) our work https://t.co/X9dc9md2Se by @repubblica
Repubblica,2019-10-01,Today on Rep: 👇🗞 Surprise: robots will not steal (all) our work [by RICCARDO LUNA] https://t.co/wNhxjegwqe
Repubblica,2019-10-01,Surprise: robots won't steal (all) our work https://t.co/oUnfSn3tFV
Repubblica,2019-09-24,"RT @RepubblicaTv: Milan, a robot barman wanders around the city: prepares healthy cocktails https://t.co/WCrPozKEwl"
Repubblica,2019-09-21,Thus artificial intelligence from space can revolutionize our lives https://t.co/IyQKrnHJEJ
Repubblica,2019-09-21,Thus artificial intelligence from space can revolutionize our lives [news updated at 16:13] https://t.co/VbVh6Wyn6D
Repubblica,2019-09-21,RT @rep_tecno: Thus artificial intelligence from space can revolutionize our lives https://t.co/ztsIjiE7Gb # onlife19 https: //t.…
Repubblica,2019-09-21,Thus artificial intelligence from space can revolutionize our lives https://t.co/IyQKrnHJEJ # onlife19
Repubblica,2019-09-16,RT @rep_tecno: Leap forward in artificial intelligence: now maybe he will really understand us https://t.co/qF7Gdsgevo # onlife19 https://t.co/YF…
Repubblica,2019-09-16,RT @rep_tecno: Microsoft invests $ 1 billion in artificial intelligence https://t.co/mfenwWYgRT # onlife19 https://t.co/41RAbz…
Repubblica,2019-09-16,"The artificial intelligence of Astro, dog-training robot https://t.co/LXofuWpjpV # onlife19"
Repubblica,2019-09-13,"RT @RepubblicaTv: Illimity Bank, the digital and cloud bank. Panella: ""With artificial intelligence we will help people save ..."
Repubblica,2019-09-13,From carnivorous plants new materials for fluffy robots https://t.co/wsN9Jk9VHz
Repubblica,2019-09-13,From carnivorous plants new materials for soft robots [news updated at 16:38] https://t.co/fgvHPKmzOM
Repubblica,2019-09-12,RT @rep_tecno: Fyodor won't fly anymore. The Russian humanoid robot is not suitable for space https://t.co/gBx8OclPsf
Repubblica,2019-09-12,Fyodor will no longer fly. The Russian humanoid robot is not suitable for space [news updated at 14:51] https://t.co/82BzIuTeuI
Repubblica,2019-09-12,Fyodor will no longer fly. The Russian humanoid robot is not suitable for space https://t.co/tS0D1IaSVR
Repubblica,2019-09-09,"RT @RepubblicaTv: Ifa 2019. Robot for beer, frozen smartphones and amarcord tech: video story of the Berlin fair https://t.co/Ll…"
Repubblica,2019-09-09,RT @rep_tecno: From carnivorous plants new materials for fluffy robots https://t.co/a3j15ybQ8E
Repubblica,2019-09-04,"Artificial intelligence and soccer robot tournament, ""Maker Faire"" returns https://t.co/yGXg2pbBAa"
Repubblica,2019-09-04,"Artificial intelligence and soccer robot tournament, ""Maker Faire"" returns [news updated at 12:07] https://t.co/tHi6flKs8t"
Repubblica,2019-09-04,"RT @rep_tecno: Artificial intelligence and soccer robot tournament, ""Maker Faire"" returns https://t.co/VS2nHL2bUy"
Repubblica,2019-09-01,"RT @Robinson_Rep: 🏝 ""Man gets bored quickly with every new invention. Already now we are not surprised to talk to Amazon's Alexa for ..."
Repubblica,2019-09-01,"RT @Robinson_Rep: 🏝 ""At the top of the book I put an epigraph by Kipling: men are not made to distinguish truth from lies. ..."
Repubblica,2019-08-31,"RT @Robinson_Rep: ✒️ ""Man gets bored quickly with every new invention. Already now we are not surprised to talk to Amazon's Alexa for ..."
Repubblica,2019-08-30,Men or robots? Interview with Ian McEwan [news updated at 14:14] https://t.co/fg84AXq7UC
Repubblica,2019-08-30,Men or robots? Interview with Ian McEwan https://t.co/uPSf96GknN
Repubblica,2019-08-30,RT @Robinson_Rep: Men or robots? Interview with Ian McEwan [update 1:35 pm] https://t.co/ZN5js49DDG
Repubblica,2019-08-30,Artificial intelligence is here: if you even do Chinese shadow theater with an app https://t.co/M5FEBq5N6r
Repubblica,2019-08-30,"RT @RepubblicaTv: Shanghai, artificial intelligence is here: if you even do Chinese shadow theater with an app https://t.co/rtJ6sX87 ..."
Repubblica,2019-08-30,Artificial intelligence is here: if you even do Chinese shadow theater with an app https://t.co/VOgpuv8x0d
Repubblica,2019-08-30,"RT @RepubblicaTv: Shanghai, artificial intelligence is here: if you even do Chinese shadow theater with an app https://t.co/SmLf1zAZnh"
Repubblica,2019-08-29,Today on Rep: 👇🗞 How to educate robots https://t.co/WR5loA4JC6
Repubblica,2019-08-28,On On Friday 👇 How to educate robots [update 13:18] https://t.co/mIqEsybQ11
Repubblica,2019-08-28,"RT @RepubblicaTv: Bari, the robot school open to the city in the technical institute: ""Let's give lessons about the future"" https://t.co/4on76DK4Ee"
Repubblica,2019-08-28,"Today on Rep: 👇🗞 ""Forty years as a robot in the world of Star Wars"" https://t.co/BhTTNGrVh8"
Repubblica,2019-08-28,Today on Rep: 👇🗞 The waiter is a robot and the show is worth many likes https://t.co/9RGN863ida
Repubblica,2019-08-27,Soyuz with cosmonaut robot docked at the ISS [news updated at 10:27] https://t.co/PWhdu3XQ6k
Repubblica,2019-08-27,"RT @RepubblicaTv: Space, the Soyuz with the robot Fydor on board has hooked the Iss: the moment of docking https://t.co/5ANNaIgyX3"
Repubblica,2019-08-27,Soyuz with cosmonaut robot docked at Iss https://t.co/AHc8AEqKWK
Repubblica,2019-08-27,Soyuz with cosmonaut robot docked at the ISS [news updated at 08:51] https://t.co/aldDbnUEer
Repubblica,2019-08-27,RT @rep_tecno: Soyuz with cosmonaut robot docked at Iss https://t.co/UJzSivBOrz
Repubblica,2019-08-26,RT @rep_tecno: Soyuz successfully hooked up with the Fyodor robot to the Space Station https://t.co/UDNywUF89Q
Repubblica,2019-08-26,Successful connection of the Soyuz with the robot Fyodor to the Space Station [news updated at 10:55] https://t.co/JUiBBOFSIv
Repubblica,2019-08-24,AI now learns to wash dishes https://t.co/AwgIUj1krx
Repubblica,2019-08-24,Artificial intelligence now learns to wash dishes [news updated at 5:29 pm] https://t.co/Gpdib970pT
Repubblica,2019-08-24,"The Soyuz with the cosmonaut robot fails to dock at the Iss: ""Unexpected fluctuations"" [news updated at 13:22] https://t.co/qu573C5bvd"
Repubblica,2019-08-24,"The Soyuz with the cosmonaut robot fails to dock at the Iss: ""Unexpected fluctuations"" [news updated at 12:51] https://t.co/FikDR3S9sM"
Repubblica,2019-08-24,"The Soyuz with the cosmonaut robot fails to dock at the Iss: ""Unexpected fluctuations"" [news updated at 12:43] https://t.co/eZjqosrl7q"
Repubblica,2019-08-24,The Soyuz with the cosmonaut robot fails to dock at the ISS [news updated at 12:13] https://t.co/Dd6itMR4im
Repubblica,2019-08-24,The Soyuz with the cosmonaut robot at the controls fails to dock at the Iss [news updated at 10:07] https://t.co/35PgbJgSCl
Repubblica,2019-08-24,The Soyuz with the cosmonaut robot at the controls fails to dock at the Iss https://t.co/tWwWiV5LAU
Repubblica,2019-08-24,The Soyuz with the cosmonaut robot at the controls fails to dock at the Iss [news updated at 08:45] https://t.co/X1H9xOcaBa
Repubblica,2019-08-24,RT @rep_tecno: The Soyuz with the cosmonaut robot at the controls fails to dock at the Iss https://t.co/i1qa738KFm
Repubblica,2019-08-22,RT @rep_tecno: AI now learns to wash dishes [5:29 pm update] https://t.co/41u1CJFb8H
Repubblica,2019-08-22,Russian cosmonaut robot traveling to the Space Station. It is called Fyodor https://t.co/btfC3jAjJI
Repubblica,2019-08-22,"Whirlpool crisis, letter to Mattarella: ""We are not robots to be turned off: help us"" https://t.co/db1eAOMyHj"
Repubblica,2019-08-22,RT @rep_tecno: Russian cosmonaut robot on its way to the Space Station. It is called Fyodor https://t.co/H2VKwMMAqQ
Repubblica,2019-08-22,Russian cosmonaut robot traveling to the Space Station. His name is Fyodor [news updated at 11:39] https://t.co/3gRzhDbbq1
Repubblica,2019-08-22,Russian cosmonaut robot traveling to the Space Station. His name is Fyodor [news updated at 11:13] https://t.co/csYb955W2g
Repubblica,2019-08-21,Started: the consultation for artificial intelligence is underway [news updated at 23:11] https://t.co/32kw6zDkjP
Repubblica,2019-08-21,Started: the consultation for artificial intelligence is underway [news updated at 17:54] https://t.co/eMDjzJTIc6
Repubblica,2019-08-21,RT @rep_tecno: Mise: the consultation for artificial intelligence is underway https://t.co/wjdyx3N6Ai
Repubblica,2019-08-21,Mise: the consultation for artificial intelligence is underway https://t.co/U6UJlABpPi
Repubblica,2019-08-19,"The artificial intelligence of Astro, dog-training robot https://t.co/LXofuWpjpV"
Repubblica,2019-08-19,"The artificial intelligence of Astro, a training dog-robot [news updated at 21:57] https://t.co/FAWMSGPPEr"
Repubblica,2019-08-18,Robot waiter wanted: restaurants focus on automation [news updated at 12:02] https://t.co/aTrapbgSiz
Repubblica,2019-08-18,Robot waiter wanted: restaurants focus on automation https://t.co/C5rggUWPo1
Repubblica,2019-08-18,Robot waiter wanted: restaurants focus on automation [news updated at 22:01] https://t.co/9ioE7OGQc9
Repubblica,2019-08-17,RT @rep_tecno: Robot waiter wanted: restaurants focus on automation https://t.co/J9OUvg7acO
Repubblica,2019-08-17,"RT @rep_tecno: Astro's artificial intelligence, a training dog-robot [update at 17:26] https://t.co/o82LNYGCph"
Repubblica,2019-08-16,A leap forward in artificial intelligence: now maybe it will really understand us https://t.co/qWuykUX75n
Repubblica,2019-08-16,A leap forward in artificial intelligence: now maybe he will really understand us [news updated at 09:35] https://t.co/2zd6i8e4Ii
Repubblica,2019-08-13,RT @rep_tecno: A leap forward in artificial intelligence: now maybe he will really understand us https://t.co/iCyBb2MTPn
Repubblica,2019-08-11,Shark courtship? A robot spies on them in the abyss https://t.co/h05WV2xiax
Repubblica,2019-08-11,Shark courtship? A robot spies on them in the abyss [news updated at 11:01] https://t.co/PrwamvFemQ
Repubblica,2019-08-09,RT @RepubblicaTv: This is how artificial intelligence will change the world: Huawei's vision https://t.co/2kFEYKHRY1
Repubblica,2019-08-07,RT @rep_ambiente: The courtship of sharks? A robot spies on them in the abyss [update 5:25 pm] https://t.co/PmCdvAmFPJ
Repubblica,2019-08-03,Robots on the assault of the middle class. Thus automation increases distances https://t.co/v91HicXlSq
Repubblica,2019-08-03,Robots on the assault of the middle class. Thus automation increases distances https://t.co/60jG7BOcYb
Repubblica,2019-07-29,"EmoNet, the artificial intelligence that predicts emotions https://t.co/vXdMr9wMpr"
Repubblica,2019-07-29,"EmoNet, the artificial intelligence that predicts emotions [news updated at 16:13] https://t.co/w1Hw6Br676"
Repubblica,2019-07-25,"RT @rep_tecno: EmoNet, the artificial intelligence that predicts emotions https://t.co/iPo2DnngEW"
Repubblica,2019-07-24,RT @RepubblicaTv: The robot that directs the orchestra in Ravello in action https://t.co/eCgRjetIWX
